PeakID (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	MYC_VEH_TagDir Tag Count in given bp (58211597.5 Total, normalization factor = 0.17, effective total = 10000000)
1-212	chr8	41577410	41578792	+	55.1	NA	promoter-TSS (NM_001363198)	promoter-TSS (NM_001363198)	-99	NM_178819	137964		NM_178819	ENSG00000158669	GPAT4	1-AGPAT 6|AGPAT6|LPAAT-zeta|LPAATZ|TSARG7	glycerol-3-phosphate acyltransferase 4	protein-coding	55.14
1-213	chr19	41402895	41404277	+	55.1	NA	intron (NM_001164783, intron 1 of 8)	intron (NM_001164783, intron 1 of 8)	5768	NM_000709	593		NM_000709	ENSG00000248098	BCKDHA	BCKDE1A|MSU|MSUD1|MSUD1A|OVD1A	branched chain keto acid dehydrogenase E1 subunit alpha	protein-coding	55.06
1-214	chr8	27771812	27773194	+	54.6	NA	intron (NR_156432, intron 1 of 7)	CpG	137	NR_156432	55246		NM_018246	ENSG00000147419	CCDC25	-	coiled-coil domain containing 25	protein-coding	54.63
1-215	chr1	202379477	202380859	+	53.7	NA	intron (NM_001167857, intron 1 of 9)	L2c|LINE|L2	31466	NM_001167857	4660		NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1 regulatory subunit 12B	protein-coding	53.68
1-216	chr10	92689734	92691116	+	53.5	NA	intron (NM_002729, intron 1 of 3)	CpG-3143	470	NM_002729	3087		NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding	53.51
1-217	chr12	49087715	49089097	+	53.5	NA	3' UTR (NM_021044, exon 3 of 3)	3' UTR (NM_021044, exon 3 of 3)	6395	NM_021044	50846		NM_021044	ENSG00000139549	DHH	GDMN|GDXYM|HHG-3|SRXY7	desert hedgehog signaling molecule	protein-coding	53.51
1-218	chr10	128149660	128151042	+	52.7	NA	Intergenic	CpG	-23928	NM_002417	4288		NM_002417	ENSG00000148773	MKI67	KIA|MIB-|MIB-1|PPP1R105	marker of proliferation Ki-67	protein-coding	52.65
1-219	chr8	41528392	41529774	+	52.1	NA	promoter-TSS (NM_032336)	promoter-TSS (NM_032336)	-178	NM_032336	84296		NM_032336	ENSG00000147536	GINS4	SLD5	GINS complex subunit 4	protein-coding	52.14
1-220	chr13	60163298	60164680	+	51.5	NA	promoter-TSS (NM_001258366)	promoter-TSS (NM_001258366)	-4	NM_001258369	81624		NM_030932	ENSG00000139734	DIAPH3	AN|AUNA1|DIA2|DRF3|NSDAN|diap3|mDia2	diaphanous related formin 3	protein-coding	51.54
1-221	chr9	36566202	36567584	+	51.0	NA	Intergenic	Intergenic	-5969	NM_001256688	9833		NM_014791	ENSG00000165304	MELK	HPK38	maternal embryonic leucine zipper kinase	protein-coding	51.02
1-222	chr21	46268917	46270299	+	51.0	NA	intron (NM_003906, intron 9 of 27)	intron (NM_003906, intron 9 of 27)	16003	NM_003906	8888		NM_003906	ENSG00000160294	MCM3AP	GANP|MAP80|PNRIID|SAC3	minichromosome maintenance complex component 3 associated protein	protein-coding	51.02
1-223	chr1	25874963	25876345	+	50.8	NA	promoter-TSS (NM_178422)	promoter-TSS (NM_178422)	54	NM_178422	164091		NM_178422	ENSG00000182749	PAQR7	MPRA|PGLP|mSR	progestin and adipoQ receptor family member 7	protein-coding	50.85
1-224	chr10	128087776	128089158	+	50.6	NA	Intergenic	Intergenic	-26042	NR_136149	105378553		NR_136149		AS-PTPRE	-	lncRNA antisense to PTPRE protein-coding gene	ncRNA	50.59
1-225	chr18	50374354	50375736	+	50.3	NA	promoter-TSS (NM_145060).2	promoter-TSS (NM_145060).2	-1	NM_001039535	220134		NM_145060	ENSG00000154839	SKA1	C18orf24	spindle and kinetochore associated complex subunit 1	protein-coding	50.33
1-226	chr17	8236726	8238108	+	50.1	NA	exon (NM_025099, exon 5 of 23)	exon (NM_025099, exon 5 of 23)	10639	NR_046431	80169		NM_025099	ENSG00000178971	CTC1	AAF-132|AAF132|C17orf68|CRMCC|tmp494178	CST telomere replication complex component 1	protein-coding	50.08
1-227	chr12	53338209	53339591	+	49.8	NA	intron (NM_001300837, intron 1 of 2)	intron (NM_001300837, intron 1 of 2)	-2546	NM_001173467	121340		NM_152860	ENSG00000170374	SP7	OI11|OI12|OSX|osterix	Sp7 transcription factor	protein-coding	49.82
1-228	chr4	1683398	1684780	+	48.6	NA	promoter-TSS (NM_001013622)	promoter-TSS (NM_001013622)	38	NM_001297435	152877		NM_001013622	ENSG00000174137	FAM53A	DNTNP	family with sequence similarity 53 member A	protein-coding	48.62
1-229	chr14	64409976	64411358	+	48.1	NA	intron (NM_001364837, intron 2 of 26)	intron (NM_001364837, intron 2 of 26)	22314	NM_001364837	4522		NM_005956	ENSG00000100714	MTHFD1	CIMAH|MTHFC|MTHFD	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	protein-coding	48.10
1-230	chr12	123102320	123103641	+	47.9	NA	intron (NM_001300801, intron 2 of 25)	AluJr|SINE|Alu	2536	NM_001384660	57605		NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding	47.07
1-231	chr3	99925055	99926437	+	46.9	NA	intron (NM_182909, intron 3 of 5)	intron (NM_182909, intron 3 of 5)	38652	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA	46.90
1-232	chr10	56360689	56362071	+	46.4	NA	promoter-TSS (NM_007057)	promoter-TSS (NM_007057)	-107	NM_001005413	11130		NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding	46.38
1-233	chr15	89654323	89655705	+	46.0	NA	intron (NM_198525, intron 1 of 18)	CpG	453	NM_198525	374654		NM_198525	ENSG00000166813	KIF7	ACLS|AGBK|HLS2|JBTS12|MMEDF|UNQ340	kinesin family member 7	protein-coding	45.95
1-234	chr8	127725803	127727185	+	45.3	NA	intron (NR_117102, intron 1 of 3)	AluSx|SINE|Alu	7473	NR_117101	100270680		NR_117101	ENSG00000249375	CASC11	CARLO7|CARLo-7|LINC00990|MYMLR|TCONS_00014535	cancer susceptibility 11	ncRNA	45.09
1-235	chr1	200509077	200510459	+	44.4	NA	Intergenic	(T)n|Simple_repeat|Simple_repeat	-99732	NM_001281294	23528		NM_012482	ENSG00000162702	ZNF281	GZP1|ZBP-99|ZBP99|ZNP-99	zinc finger protein 281	protein-coding	44.41
1-236	chr12	98490358	98491740	+	44.4	NA	intron (NR_038383, intron 3 of 3)	intron (NR_038383, intron 3 of 3)	12806	NR_038383	643770		NR_038383	ENSG00000245017	LINC02453	-	long intergenic non-protein coding RNA 2453	ncRNA	44.41
1-237	chr2	214683410	214684792	+	44.3	NA	Intergenic	L1PA2|LINE|L1	125582	NM_001282548	580		NM_000465	ENSG00000138376	BARD1	-	BRCA1 associated RING domain 1	protein-coding	44.32
1-238	chr16	23711400	23712782	+	44.1	NA	intron (NM_001308220, intron 1 of 20)	intron (NM_001308220, intron 1 of 20)	1131	NM_033266	10595		NM_033266	ENSG00000134398	ERN2	IRE1-BETA|IRE1b|IRE2p|hIRE2p	endoplasmic reticulum to nucleus signaling 2	protein-coding	43.98
1-239	chr17	8199728	8201110	+	44.1	NA	Intergenic	AluYj4|SINE|Alu	9806	NR_132731	9212		NM_004217	ENSG00000178999	AURKB	AIK2|AIM-1|AIM1|ARK-2|ARK2|AurB|IPL1|PPP1R48|STK-1|STK12|STK5|aurkb-sv1|aurkb-sv2	aurora kinase B	protein-coding	44.06
1-240	chr3	44870036	44871418	+	43.4	NA	Intergenic	Intergenic	-3881	NM_003241	7047		NM_003241	ENSG00000163810	TGM4	TGP|hTGP	transglutaminase 4	protein-coding	43.38
1-241	chr19	12757082	12758464	+	43.3	NA	exon (NM_017682, exon 10 of 10)	exon (NM_017682, exon 10 of 10)	5982	NM_017682	54831		NM_017682	ENSG00000039987	BEST2	VMD2L1	bestrophin 2	protein-coding	43.29
1-243	chr3	100103502	100104884	+	42.9	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	10320	NM_182909	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding	42.86
1-242	chr3	99875528	99876910	+	42.9	NA	promoter-TSS (NM_014890)	promoter-TSS (NM_014890)	-16	NM_014890	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding	42.86
1-244	chrX	101097395	101098777	+	42.3	NA	promoter-TSS (NM_001318521)	promoter-TSS (NM_001318521)	-96	NM_001318521	2491		NM_006733	ENSG00000102384	CENPI	CENP-I|FSHPRH1|LRPR1	centromere protein I	protein-coding	42.35
1-245	chr12	123133827	123135209	+	41.9	NA	intron (NM_001300801, intron 1 of 25)	intron (NM_001300801, intron 1 of 25)	16572	NM_001384663	57605		NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding	41.83
1-246	chr11	4175236	4176618	+	40.5	NA	Intergenic	L1PA3|LINE|L1	-11225	NR_047550	100506082		NR_047550	ENSG00000254480	LINC02749	-	long intergenic non-protein coding RNA 2749	ncRNA	40.54
1-247	chr12	110431028	110432410	+	40.5	NA	Intergenic	AluY|SINE|Alu	18618	NM_001278556	10094		NM_001278556	ENSG00000111229	ARPC3	ARC21|p21-Arc	actin related protein 2/3 complex subunit 3	protein-coding	40.46
1-248	chr3	150786466	150787848	+	40.1	NA	Intergenic	Intergenic	-23988	NM_005067	6478		NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding	40.11
1-249	chr5	945451	946833	+	39.2	NA	Intergenic	Intergenic	51198	NR_104614	100506688		NM_001242737	ENSG00000215246	LINC02982	-	long intergenic non-protein coding RNA 2982	ncRNA	39.17
1-250	chr2	96406958	96408340	+	37.4	NA	Intergenic	Intergenic	71883	NM_001281710	23397		NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H|CAPH|MCPH23|NCAPH1	non-SMC condensin I complex subunit H	protein-coding	37.36
1-251	chr5	43469411	43470793	+	36.1	NA	intron (NM_001377394, intron 1 of 3)	MER4A|LTR|ERV1	13763	NM_022483	64417		NM_022483	ENSG00000151881	TMEM267	C5orf28	transmembrane protein 267	protein-coding	36.08
1-252	chr15	40115221	40116603	+	36.0	NA	Intergenic	Intergenic	-7033	NM_001003943	90427		NM_033503	ENSG00000104081	BMF	-	Bcl2 modifying factor	protein-coding	35.99
1-253	chr16	46620539	46621921	+	35.8	NA	intron (NM_001324319, intron 1 of 11)	CpG	149	NM_001324318	79801		NM_024745	ENSG00000171241	SHCBP1	PAL	SHC binding and spindle associated 1	protein-coding	35.82
1-254	chr2	168889663	168891045	+	35.6	NA	promoter-TSS (NM_020675)	promoter-TSS (NM_020675)	76	NM_020675	57405		NM_020675	ENSG00000152253	SPC25	AD024|SPBC25|hSpc25	SPC25 component of NDC80 kinetochore complex	protein-coding	35.65
1-255	chr1	156583784	156585166	+	35.0	NA	intron (NM_001105669, intron 6 of 10)	intron (NM_001105669, intron 6 of 10)	4752	NM_001105669	164118		NM_001105669	ENSG00000187862	TTC24	-	tetratricopeptide repeat domain 24	protein-coding	34.96
1-256	chr11	4186774	4188156	+	34.7	NA	intron (NR_047550, intron 1 of 1)	CpG	313	NR_047550	100506082		NR_047550	ENSG00000254480	LINC02749	-	long intergenic non-protein coding RNA 2749	ncRNA	34.70
1-257	chr2	112795219	112796601	+	34.4	NA	Intergenic	Intergenic	-11417	NM_000575	3552		NM_000575	ENSG00000115008	IL1A	IL-1 alpha|IL-1A|IL1|IL1-ALPHA|IL1F1	interleukin 1 alpha	protein-coding	34.36
1-258	chr14	55212612	55213994	+	34.0	NA	Intergenic	Intergenic	-21718	NM_014750	9787		NM_014750	ENSG00000126787	DLGAP5	DLG7|HURP	DLG associated protein 5	protein-coding	34.01
1-259	chr1	200535135	200536517	+	33.0	NA	Intergenic	Intergenic	83012	NM_001305792	9928		NM_014875	ENSG00000118193	KIF14	MCPH20|MKS12	kinesin family member 14	protein-coding	32.98
1-260	chr15	89646580	89647962	+	33.0	NA	intron (NM_198525, intron 6 of 18)	intron (NM_198525, intron 6 of 18)	8196	NM_198525	374654		NM_198525	ENSG00000166813	KIF7	ACLS|AGBK|HLS2|JBTS12|MMEDF|UNQ340	kinesin family member 7	protein-coding	32.98
1-261	chr12	119709982	119711364	+	32.2	NA	intron (NM_007174, intron 36 of 46)	intron (NM_007174, intron 36 of 46)	3051	NR_031589	100302274		NR_031589	ENSG00000283768	MIR1178	MIRN1178|hsa-mir-1178	microRNA 1178	ncRNA	32.21
1-262	chr2	96412555	96413937	+	32.0	NA	Intergenic	MER41A|LTR|ERV1	77480	NM_001281710	23397		NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H|CAPH|MCPH23|NCAPH1	non-SMC condensin I complex subunit H	protein-coding	32.04
1-263	chr1	200642608	200643990	+	31.9	NA	TTS (NM_001349801)	TTS (NM_001349801)	-22548	NM_014875	9928		NM_014875	ENSG00000118193	KIF14	MCPH20|MKS12	kinesin family member 14	protein-coding	31.87
1-264	chr3	100002577	100003959	+	31.8	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	-38870	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA	31.78
1-265	chr16	46573010	46574392	+	29.8	NA	Intergenic	Intergenic	-4604	NR_026556	124149		NM_001004299		ANKRD26P1	-	ankyrin repeat domain 26 pseudogene 1	pseudo	29.81
1-266	chr12	98474729	98476111	+	29.6	NA	Intergenic	Intergenic	-18275	NR_033801	121456		NR_033801	ENSG00000293147	SLC9A7P1	-	solute carrier family 9 member 7 pseudogene 1	pseudo	29.63
1-267	chr6	33344783	33346165	+	29.5	NA	Intergenic	Intergenic	-16195	NM_001369203	113523636		NM_001369203	ENSG00000286920	SMIM40	-	small integral membrane protein 40	protein-coding	29.55
1-268	chr17	44980793	44982175	+	29.4	NA	Intergenic	L2b|LINE|L2	-13181	NM_006688	10882		NM_006688	ENSG00000131094	C1QL1	C1QRF|C1QTNF14|CRF|CTRP14	complement C1q like 1	protein-coding	29.38
1-269	chr5	930462	931844	+	29.0	NA	Intergenic	MER101|LTR|ERV1	38269	NM_001166260	9319		NM_004237	ENSG00000071539	TRIP13	16E1BP|MVA3|OOMD9|OZEMA9	thyroid hormone receptor interactor 13	protein-coding	29.03
1-270	chr1	156608015	156609397	+	28.9	NA	Intergenic	AluSg4|SINE|Alu	-7219	NM_015590	54865		NM_015590	ENSG00000160818	GPATCH4	GPATC4	G-patch domain containing 4 (gene/pseudogene)	protein-coding	28.86
1-271	chr16	46535026	46536408	+	28.6	NA	intron (NR_026556, intron 6 of 16)	L1PA3|LINE|L1	33380	NR_026556	124149		NM_001004299		ANKRD26P1	-	ankyrin repeat domain 26 pseudogene 1	pseudo	28.60
1-272	chr13	24869355	24870737	+	28.5	NA	intron (NM_031277, intron 31 of 35)	AluY|SINE|Alu	52815	NM_018451	55835		NM_018451	ENSG00000151849	CENPJ	BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4	centromere protein J	protein-coding	28.52
1-273	chr12	119686018	119687400	+	28.3	NA	3' UTR (NM_001206999, exon 48 of 48)	3' UTR (NM_001206999, exon 48 of 48)	18576	NM_006253	5564		NM_006253	ENSG00000111725	PRKAB1	AMPK|HAMPKb	protein kinase AMP-activated non-catalytic subunit beta 1	protein-coding	28.34
1-274	chr3	150773552	150774934	+	28.2	NA	Intergenic	MER52A|LTR|ERV1	-11074	NM_005067	6478		NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding	28.17
1-275	chr3	100113992	100115374	+	27.7	NA	promoter-TSS (NM_001042459)	promoter-TSS (NM_001042459)	-170	NM_001042459	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding	27.66
1-276	chr2	96291103	96292485	+	27.6	NA	exon (NM_014014, exon 17 of 45)	exon (NM_014014, exon 17 of 45)	13752	NM_014014	23020		NM_014014	ENSG00000144028	SNRNP200	ASCC3L1|BRR2|HELIC2|RP33|U5-200KD	small nuclear ribonucleoprotein U5 subunit 200	protein-coding	27.57
1-277	chr12	6835240	6836622	+	27.1	NA	intron (NM_014262, intron 9 of 14)	intron (NM_014262, intron 9 of 14)	-4994	NM_001297571	2784		NM_002075	ENSG00000111664	GNB3	CSNB1H|HG2D	G protein subunit beta 3	protein-coding	27.14
1-278	chr14	64464744	64466126	+	27.1	NA	promoter-TSS (NM_004857)	promoter-TSS (NM_004857)	-64	NM_004857	9495		NM_004857	ENSG00000179841	AKAP5	AKAP75|AKAP79|H21	A-kinase anchoring protein 5	protein-coding	27.14
1-279	chr15	40124385	40125767	+	25.9	NA	Intergenic	Intergenic	-16197	NM_001003943	90427		NM_033503	ENSG00000104081	BMF	-	Bcl2 modifying factor	protein-coding	25.94
1-280	chr11	4181635	4183017	+	24.7	NA	Intergenic	Intergenic	-4826	NR_047550	100506082		NR_047550	ENSG00000254480	LINC02749	-	long intergenic non-protein coding RNA 2749	ncRNA	24.65
1-281	chr1	50977396	50978778	+	24.5	NA	Intergenic	CpG	7842	NM_078626	1031		NM_001262	ENSG00000123080	CDKN2C	INK4C|p18|p18-INK4C	cyclin dependent kinase inhibitor 2C	protein-coding	24.48
1-282	chr3	99944780	99946162	+	24.4	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	18927	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA	24.39
1-283	chr8	94404651	94406033	+	23.9	NA	intron (NM_012415, intron 5 of 14)	intron (NM_012415, intron 5 of 14)	31602	NM_001256141	100861412		NM_001256141	ENSG00000265817	FSBP	-	fibrinogen silencer binding protein	protein-coding	23.88
1-284	chr11	82996678	82998060	+	23.2	NA	intron (NM_001286060, intron 1 of 4)	intron (NM_001286060, intron 1 of 4)	36905	NM_001286059	27314		NM_014488	ENSG00000137502	RAB30	-	RAB30, member RAS oncogene family	protein-coding	23.19
1-285	chr5	60687809	60689191	+	23.0	NA	intron (NM_001145208, intron 1 of 9)	MIRb|SINE|MIR	11666	NM_018369	55789		NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding	23.02
1-287	chr8	94446588	94447970	+	22.6	NA	intron (NM_001205262, intron 3 of 3)	intron (NM_001205262, intron 3 of 3)	-10335	NM_001205263	25788		NM_006550	ENSG00000197275	RAD54B	RDH54	RAD54 homolog B	protein-coding	22.59
1-286	chr3	121574051	121575433	+	22.6	NA	intron (NM_001012659, intron 2 of 4)	MER1A|DNA|hAT-Charlie	6793	NM_001012659	503582		NM_001012659	ENSG00000186103	ARGFX	-	arginine-fifty homeobox	protein-coding	22.59
1-288	chr9	36584409	36585791	+	22.1	NA	intron (NM_014791, intron 3 of 17)	L3|LINE|CR1	12205	NM_014791	9833		NM_014791	ENSG00000165304	MELK	HPK38	maternal embryonic leucine zipper kinase	protein-coding	22.07
1-289	chr6	136234676	136236058	+	22.0	NA	intron (NM_138419, intron 6 of 7)	L2a|LINE|L2	14944	NM_001099286	113115		NM_138419	ENSG00000146410	MTFR2	DUFD1|FAM54A	mitochondrial fission regulator 2	protein-coding	21.99
1-290	chr12	4508698	4510080	+	21.7	NA	intron (NR_144380, intron 6 of 10)	L1PA2|LINE|L1	29080	NM_020374	57102		NM_020374	ENSG00000047621	FERRY3	C12orf4|Fy-3|MRT66	FERRY endosomal RAB5 effector complex subunit 3	protein-coding	21.73
1-291	chr3	100198367	100199749	+	21.2	NA	Intergenic	L1M2|LINE|L1	13234	NR_028358	644444		NR_028357	ENSG00000293379	TMEM30CP	CDC50C|TMEM30C	transmembrane protein 30C, pseudogene	pseudo	21.22
1-292	chr8	27726457	27727839	+	21.1	NA	Intergenic	FLAM_A|SINE|Alu	-25381	NR_037418	100500871		NR_037418	ENSG00000265075	MIR3622B	-	microRNA 3622b	ncRNA	21.13
1-293	chr3	99984294	99985676	+	20.7	NA	intron (NM_182909, intron 1 of 5)	L3|LINE|CR1	-20587	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA	20.70
1-294	chr18	50401438	50402820	+	20.6	NA	Intergenic	HERVS71-int|LTR|ERV1	27083	NM_145060	220134		NM_145060	ENSG00000154839	SKA1	C18orf24	spindle and kinetochore associated complex subunit 1	protein-coding	20.61
1-295	chr3	44904933	44906315	+	20.1	NA	intron (NM_003241, intron 9 of 13)	intron (NM_003241, intron 9 of 13)	31016	NM_003241	7047		NM_003241	ENSG00000163810	TGM4	TGP|hTGP	transglutaminase 4	protein-coding	20.10
1-296	chr7	158695327	158696709	+	20.1	NA	intron (NM_001281932, intron 3 of 28)	intron (NM_001281932, intron 3 of 28)	8786	NR_104054	54892		NM_017760	ENSG00000146918	NCAPG2	3KS|CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2	non-SMC condensin II complex subunit G2	protein-coding	20.10
1-297	chr12	119644969	119646351	+	19.9	NA	Intergenic	Intergenic	-22473	NM_006253	5564		NM_006253	ENSG00000111725	PRKAB1	AMPK|HAMPKb	protein kinase AMP-activated non-catalytic subunit beta 1	protein-coding	19.93
1-298	chr15	40149669	40151051	+	19.4	NA	Intergenic	Intergenic	-10709	NM_001211	701		NM_001211	ENSG00000156970	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding	19.41
1-299	chr3	121433327	121434709	+	18.5	NA	intron (NM_199420, intron 28 of 29)	intron (NM_199420, intron 28 of 29)	111970	NM_199420	10721		NM_006596	ENSG00000051341	POLQ	PRO0327	DNA polymerase theta	protein-coding	18.47
1-300	chr3	99831623	99833005	+	18.3	NA	TTS (NM_001282794)	TTS (NM_001282794)	-8449	NR_110821	101929357		NR_110821		HP09053	-	uncharacterized LOC101929357	ncRNA	18.30
1-302	chr11	82863704	82865086	+	18.0	NA	intron (NM_005040, intron 1 of 8)	intron (NM_005040, intron 1 of 8)	36035	NM_005040	5547		NM_005040	ENSG00000137509	PRCP	HUMPCP|PCP	prolylcarboxypeptidase	protein-coding	17.95
1-301	chr3	44913560	44914942	+	18.0	NA	3' UTR (NM_003241, exon 14 of 14)	3' UTR (NM_003241, exon 14 of 14)	39643	NM_003241	7047		NM_003241	ENSG00000163810	TGM4	TGP|hTGP	transglutaminase 4	protein-coding	17.95
1-303	chr12	4561565	4562947	+	17.8	NA	promoter-TSS (NM_001371301)	promoter-TSS (NM_001371301)	48	NM_001371301	8798		NM_003845	ENSG00000010219	DYRK4	-	dual specificity tyrosine phosphorylation regulated kinase 4	protein-coding	17.78
1-304	chr3	44886156	44887538	+	17.6	NA	intron (NM_003241, intron 2 of 13)	L2c|LINE|L2	12239	NM_003241	7047		NM_003241	ENSG00000163810	TGM4	TGP|hTGP	transglutaminase 4	protein-coding	17.61
1-305	chr5	902485	903867	+	17.4	NA	intron (NM_001166260, intron 5 of 8)	LTR13|LTR|ERVK	10292	NM_001166260	9319		NM_004237	ENSG00000071539	TRIP13	16E1BP|MVA3|OOMD9|OZEMA9	thyroid hormone receptor interactor 13	protein-coding	17.35
1-306	chr8	69643569	69644951	+	16.8	NA	intron (NR_132437, intron 16 of 16)	MIR|SINE|MIR	51360	NR_132437	23213		NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding	16.84
1-307	chr9	36636907	36638289	+	16.7	NA	intron (NM_014791, intron 10 of 17)	intron (NM_014791, intron 10 of 17)	64703	NM_014791	9833		NM_014791	ENSG00000165304	MELK	HPK38	maternal embryonic leucine zipper kinase	protein-coding	16.75
1-308	chr10	128142834	128144216	+	16.1	NA	Intergenic	AluSz|SINE|Alu	-17102	NM_002417	4288		NM_002417	ENSG00000148773	MKI67	KIA|MIB-|MIB-1|PPP1R105	marker of proliferation Ki-67	protein-coding	16.06
1-309	chr10	92643816	92645198	+	15.9	NA	intron (NM_004523, intron 17 of 21)	AluSx1|SINE|Alu	-45448	NM_002729	3087		NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding	15.89
1-310	chrX	72247031	72248413	+	15.8	NA	intron (NM_001170747, intron 3 of 3)	intron (NM_001170747, intron 3 of 3)	-8695	NM_001009954	54821		NM_017669	ENSG00000186871	ERCC6L	PICH|RAD26L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	protein-coding	15.80
1-311	chr8	41541981	41543363	+	15.7	NA	3' UTR (NM_032336, exon 8 of 8)	3' UTR (NM_032336, exon 8 of 8)	13411	NM_032336	84296		NM_032336	ENSG00000147536	GINS4	SLD5	GINS complex subunit 4	protein-coding	15.72
1-312	chr3	100068172	100069554	+	15.6	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	45650	NM_182909	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding	15.63
1-313	chr3	100089819	100091201	+	15.1	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	24003	NM_182909	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding	15.12
1-315	chr12	110512007	110513389	+	14.9	NA	intron (NM_001286533, intron 5 of 11)	intron (NM_001286533, intron 5 of 11)	10367	NM_001368056	144715		NM_152442	ENSG00000151164	RAD9B	-	RAD9 checkpoint clamp component B	protein-coding	14.95
1-314	chr8	94459062	94460444	+	14.9	NA	intron (NM_012415, intron 2 of 14)	AluSz|SINE|Alu	15362	NM_012415	25788		NM_006550	ENSG00000197275	RAD54B	RDH54	RAD54 homolog B	protein-coding	14.95
1-316	chr10	128077728	128079110	+	14.8	NA	intron (NM_001323354, intron 18 of 19)	intron (NM_001323354, intron 18 of 19)	-15994	NR_136149	105378553		NR_136149		AS-PTPRE	-	lncRNA antisense to PTPRE protein-coding gene	ncRNA	14.77
1-317	chr4	127843431	127844813	+	14.7	NA	Intergenic	L1PA17|LINE|L1	-36771	NM_014264	10733		NM_014264	ENSG00000142731	PLK4	MCCRP2|SAK|STK18	polo like kinase 4	protein-coding	14.69
1-318	chr8	69465968	69467350	+	14.3	NA	promoter-TSS (NM_001128204)	promoter-TSS (NM_001128204)	35	NM_015170	23213		NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding	14.34
1-319	chr9	36721377	36722759	+	14.0	NA	Intergenic	Intergenic	101531	NR_039686	100616289		NR_039686	ENSG00000266255	MIR4475	-	microRNA 4475	ncRNA	14.00
1-321	chr13	32284918	32286300	+	13.8	NA	intron (NM_023037, intron 58 of 60)	intron (NM_023037, intron 58 of 60)	29754	NM_001136571	646799		NM_001136571	ENSG00000189167	ZAR1L	Z3CXXC7|ZAR2	zygote arrest 1 like	protein-coding	13.83
